日期,ETF,代號,今日張數
2026-07-28,00403A,3008,80
2026-07-28,00403A,3583,900
2026-07-28,00403A,3037,7600
2026-07-28,00403A,6274,1680
2026-07-28,00403A,3711,6400
2026-07-29,00403A,7769,300
2026-07-29,00403A,8358,1604
2026-07-29,00981A,6187,1334
2026-07-29,00403A,6274,1680
2026-07-29,00403A,3443,510
2026-07-29,00403A,2337,7498
2026-07-29,00403A,2308,3040
2026-07-29,00403A,6223,1000
2026-07-29,00403A,2327,6000
2026-07-29,00403A,4958,6154
2026-07-29,00403A,6805,700
2026-07-29,00403A,8996,1600
2026-07-29,00403A,2454,1730
2026-07-29,00403A,3711,6400
2026-07-29,00403A,3653,990
2026-07-29,00403A,2345,2260
2026-07-29,00403A,3189,3217
2026-07-29,00403A,5274,124
2026-07-29,00403A,6669,600
2026-07-29,00403A,3264,700
2026-07-29,00403A,3665,880
2026-07-29,00403A,3211,2000
2026-07-29,00403A,1303,4587
2026-07-29,00403A,6239,2600
2026-07-29,00403A,2049,1010
2026-07-29,00403A,4966,800
2026-07-29,00403A,3008,110
2026-07-29,00403A,2404,180
2026-07-29,00403A,6442,225
2026-07-29,00403A,2344,40000
2026-07-29,00403A,3533,1240
2026-07-29,00403A,6488,2350
2026-07-29,00403A,3450,300
2026-07-29,00403A,6415,624
2026-07-29,00403A,3037,7600
2026-07-29,00403A,3583,900
2026-07-29,00403A,2317,3200
2026-07-29,00403A,8046,1750
2026-07-29,00403A,2368,1080
2026-07-29,00403A,6515,119
2026-07-29,00403A,1560,1000
2026-07-29,00403A,2360,760
2026-07-29,00981A,2303,86550
2026-07-29,00981A,8210,2267
2026-07-29,00981A,6510,319
2026-07-29,00981A,3017,5423
2026-07-29,00981A,5439,1056
2026-07-29,00403A,2330,11760
2026-07-29,00981A,3653,2267
2026-07-29,00981A,2308,5567
2026-07-29,00403A,6285,250
2026-07-29,00981A,3711,16327
2026-07-29,00981A,6274,5160
2026-07-29,00403A,2455,336
2026-07-29,00981A,2449,7443
2026-07-29,00403A,3017,3450
2026-07-29,00981A,2327,25098
2026-07-29,00981A,2330,10740
2026-07-29,00981A,6278,3972
2026-07-29,00981A,2454,5131
2026-07-29,00981A,2002,5163
2026-07-29,00981A,6805,1931
2026-07-29,00981A,3037,16971
2026-07-29,00981A,8046,9519
2026-07-29,00981A,2368,7478
2026-07-29,00981A,6669,2417
2026-07-29,00403A,2383,1360
2026-07-29,00981A,6191,3988
2026-07-29,00981A,2345,6334
2026-07-29,00981A,6271,2718
2026-07-29,00981A,2408,940
2026-07-29,00981A,1590,528
2026-07-29,00981A,3376,1741
2026-07-29,00981A,4966,140
2026-07-29,00981A,4958,1682
2026-07-29,00981A,5274,449
2026-07-29,00981A,2383,4653
2026-07-29,00403A,2303,76000
2026-07-29,00981A,6147,3764
2026-07-29,00981A,4979,1874
2026-07-29,00981A,3665,4834
2026-07-29,00981A,3264,1508
2026-07-29,00981A,6223,2443
2026-07-29,00981A,6515,93
2026-07-30,00981A,2368,7579
2026-07-30,00981A,3376,1741
2026-07-30,00981A,6278,3610
2026-07-30,00403A,2330,12000
2026-07-30,00981A,3037,17833
2026-07-30,00981A,2308,5642
2026-07-30,00981A,2002,5163
2026-07-30,00981A,6669,2449
2026-07-30,00981A,3711,16327
2026-07-30,00981A,5274,455
2026-07-30,00981A,6274,5229
2026-07-30,00981A,2383,4715
2026-07-30,00981A,2454,5200
2026-07-30,00981A,3653,2297
2026-07-30,00981A,6805,1957
2026-07-30,00981A,3017,5496
2026-07-30,00981A,8210,2297
2026-07-30,00403A,2303,76000
2026-07-30,00403A,3017,3450
2026-07-30,00981A,2449,7543
2026-07-30,00981A,2303,87718
2026-07-30,00981A,2408,940
2026-07-30,00403A,2455,336
2026-07-30,00981A,6271,2470
2026-07-30,00981A,6515,93
2026-07-30,00981A,6223,2443
2026-07-30,00981A,4979,1874
2026-07-30,00981A,6510,289
2026-07-30,00981A,2345,6419
2026-07-30,00981A,8046,9519
2026-07-30,00981A,2330,10740
2026-07-30,00403A,2383,1405
2026-07-30,00981A,6147,2822
2026-07-30,00981A,6191,3988
2026-07-30,00981A,3264,1508
2026-07-30,00981A,5439,526
2026-07-30,00981A,4966,140
2026-07-30,00981A,1590,528
2026-07-30,00981A,2327,25437
2026-07-30,00981A,4958,1682
2026-07-30,00403A,6285,250
2026-07-30,00981A,3665,4899
2026-07-30,00403A,3189,3217
2026-07-30,00403A,6274,1680
2026-07-30,00403A,2317,3200
2026-07-30,00403A,3443,510
2026-07-30,00403A,6515,89
2026-07-30,00403A,2308,3040
2026-07-30,00403A,2345,2290
2026-07-30,00403A,3711,6400
2026-07-30,00403A,3037,7600
2026-07-30,00403A,3653,990
2026-07-30,00403A,2360,840
2026-07-30,00403A,7769,300
2026-07-30,00981A,6187,1334
2026-07-30,00403A,5274,144
2026-07-30,00403A,8358,1312
2026-07-30,00403A,2344,40000
2026-07-30,00403A,3533,1240
2026-07-30,00403A,6442,225
2026-07-30,00403A,6488,2350
2026-07-30,00403A,6223,1000
2026-07-30,00403A,3211,2000
2026-07-30,00403A,8046,1750
2026-07-30,00403A,2327,6000
2026-07-30,00403A,2454,1795
2026-07-30,00403A,6805,700
2026-07-30,00403A,6239,2600
2026-07-30,00403A,2337,7498
2026-07-30,00403A,1303,4587
2026-07-30,00403A,6415,624
2026-07-30,00403A,4958,6154
2026-07-30,00403A,3008,140
2026-07-30,00403A,6669,600
2026-07-30,00403A,1560,1000
2026-07-30,00403A,3665,880
2026-07-30,00403A,2368,420
2026-07-30,00403A,3264,700
2026-07-30,00403A,2049,1010
2026-07-30,00403A,8996,1600
2026-07-30,00403A,2404,180
2026-07-30,00403A,4966,800
2026-07-30,00403A,3583,900
2026-07-30,00403A,3450,300
2026-07-31,00981A,6187,1334
2026-07-31,00403A,3665,880
2026-07-31,00403A,2344,40000
2026-07-31,00981A,3017,5666
2026-07-31,00403A,8046,1750
2026-07-31,00981A,6515,93
2026-07-31,00403A,6274,1680
2026-07-31,00403A,7769,300
2026-07-31,00403A,4958,6154
2026-07-31,00403A,2481,869
2026-07-31,00403A,2360,897
2026-07-31,00403A,3653,990
2026-07-31,00403A,3711,6400
2026-07-31,00403A,2345,2290
2026-07-31,00403A,2308,3040
2026-07-31,00403A,6285,250
2026-07-31,00403A,4966,800
2026-07-31,00403A,2327,6000
2026-07-31,00403A,6669,600
2026-07-31,00403A,2455,336
2026-07-31,00403A,6515,59
2026-07-31,00403A,2049,1010
2026-07-31,00403A,2383,1405
2026-07-31,00403A,8996,1600
2026-07-31,00403A,8358,1312
2026-07-31,00403A,6442,225
2026-07-31,00403A,3533,1240
2026-07-31,00403A,2404,220
2026-07-31,00403A,6805,700
2026-07-31,00403A,3037,7600
2026-07-31,00403A,3189,3217
2026-07-31,00403A,1560,1113
2026-07-31,00403A,3264,700
2026-07-31,00403A,6488,2411
2026-07-31,00403A,1303,4587
2026-07-31,00403A,2337,7498
2026-07-31,00403A,3211,2000
2026-07-31,00403A,2317,3200
2026-07-31,00403A,3008,140
2026-07-31,00403A,3583,900
2026-07-31,00403A,6239,3026
2026-07-31,00403A,5274,144
2026-07-31,00403A,6415,624
2026-07-31,00981A,6805,1957
2026-07-31,00981A,6271,2224
2026-07-31,00981A,8046,9519
2026-07-31,00981A,3711,16327
2026-07-31,00981A,2308,5932
2026-07-31,00981A,2327,25437
2026-07-31,00981A,8210,2297
2026-07-31,00403A,1717,200
2026-07-31,00981A,3037,17833
2026-07-31,00403A,2454,1795
2026-07-31,00981A,2408,940
2026-07-31,00981A,5274,455
2026-07-31,00981A,3653,2375
2026-07-31,00981A,2345,6419
2026-07-31,00981A,3264,1508
2026-07-31,00981A,4958,1682
2026-07-31,00981A,2303,87718
2026-07-31,00981A,6274,5229
2026-07-31,00981A,2383,4715
2026-07-31,00981A,2330,10740
2026-07-31,00981A,6223,2443
2026-07-31,00403A,3443,510
2026-07-31,00403A,3450,300
2026-07-31,00403A,2303,76000
2026-07-31,00403A,2330,12680
2026-07-31,00981A,2002,5163
2026-07-31,00981A,4966,140
2026-07-31,00981A,6191,3988
2026-07-31,00981A,6278,3250
2026-07-31,00981A,3376,1741
2026-07-31,00981A,4979,1874
2026-07-31,00981A,6147,1880
2026-07-31,00403A,3017,3450
2026-07-31,00981A,2454,5200
2026-07-31,00981A,6669,2564
2026-07-31,00981A,2368,7579
2026-07-31,00981A,2449,7543
2026-07-31,00403A,6223,1000
2026-07-31,00981A,1590,528
2026-07-31,00981A,6510,261
2026-07-31,00981A,3665,5131
2026-07-31,00981A,2360,348
2026-08-01,00403A,2454,1795
2026-08-01,00981A,2327,25437
2026-08-01,00981A,6223,2443
2026-08-01,00981A,2454,5200
2026-08-01,00981A,6669,2564
2026-08-01,00981A,2383,4715
2026-08-01,00981A,8210,2297
2026-08-01,00981A,2330,10740
2026-08-01,00981A,6274,5229
2026-08-01,00403A,6285,250
2026-08-01,00981A,2368,7579
2026-08-01,00981A,6278,3250
2026-08-01,00981A,8046,9519
2026-08-01,00403A,1717,200
2026-08-01,00981A,2345,6419
2026-08-01,00981A,3017,5666
2026-08-01,00981A,2308,5932
2026-08-01,00403A,3653,990
2026-08-01,00981A,6805,1957
2026-08-01,00981A,3264,1508
2026-08-01,00981A,3653,2375
2026-08-01,00981A,2303,87718
2026-08-01,00981A,4966,140
2026-08-01,00403A,6223,1000
2026-08-01,00981A,2360,348
2026-08-01,00981A,1590,528
2026-08-01,00981A,4979,1874
2026-08-01,00981A,4958,1682
2026-08-01,00981A,2002,5163
2026-08-01,00981A,6515,93
2026-08-01,00981A,3711,16327
2026-08-01,00981A,2449,7543
2026-08-01,00981A,6510,261
2026-08-01,00403A,2303,76000
2026-08-01,00981A,3665,5131
2026-08-01,00403A,3017,3450
2026-08-01,00403A,2330,12680
2026-08-01,00981A,6271,2224
2026-08-01,00981A,5274,455
2026-08-01,00981A,6191,3988
2026-08-01,00981A,2408,940
2026-08-01,00981A,3376,1741
2026-08-01,00403A,2360,897
2026-08-01,00403A,3008,140
2026-08-01,00403A,6515,59
2026-08-01,00403A,3665,880
2026-08-01,00403A,2308,3040
2026-08-01,00403A,3711,6400
2026-08-01,00403A,6488,2411
2026-08-01,00403A,6669,600
2026-08-01,00403A,8996,1600
2026-08-01,00403A,4958,6154
2026-08-01,00403A,2337,7498
2026-08-01,00403A,3189,3217
2026-08-01,00403A,2345,2290
2026-08-01,00981A,3037,17833
2026-08-01,00403A,6274,1680
2026-08-01,00403A,8046,1750
2026-08-01,00403A,7769,300
2026-08-01,00403A,3211,2000
2026-08-01,00403A,3037,7600
2026-08-01,00403A,2481,869
2026-08-01,00403A,5274,144
2026-08-01,00403A,8358,1312
2026-08-01,00403A,2344,40000
2026-08-01,00403A,1303,4587
2026-08-01,00981A,6147,1880
2026-08-01,00403A,6415,624
2026-08-01,00403A,1560,1113
2026-08-01,00403A,6239,3026
2026-08-01,00403A,4966,800
2026-08-01,00403A,2404,220
2026-08-01,00403A,3583,900
2026-08-01,00403A,2455,336
2026-08-01,00403A,3264,700
2026-08-01,00403A,3443,510
2026-08-01,00403A,6805,700
2026-08-01,00981A,6187,1334
2026-08-01,00403A,3533,1240
2026-08-01,00403A,6442,225
2026-08-01,00403A,2327,6000
2026-08-01,00403A,2383,1405
2026-08-01,00403A,3450,300
2026-08-01,00403A,2317,3200
2026-08-01,00403A,2049,1010
2026-08-02,00403A,6223,1000
2026-08-02,00403A,7769,300
2026-08-02,00403A,3443,510
2026-08-02,00403A,3665,880
2026-08-02,00403A,6274,1680
2026-08-02,00403A,2344,40000
2026-08-02,00403A,2481,869
2026-08-02,00403A,4966,800
2026-08-02,00403A,2360,897
2026-08-02,00403A,2327,6000
2026-08-02,00403A,2337,7498
2026-08-02,00981A,2454,5200
2026-08-02,00403A,3711,6400
2026-08-02,00403A,2345,2290
2026-08-02,00403A,2308,3040
2026-08-02,00403A,3189,3217
2026-08-02,00981A,6187,1334
2026-08-02,00403A,3211,2000
2026-08-02,00403A,2383,1405
2026-08-02,00403A,6669,600
2026-08-02,00403A,3653,990
2026-08-02,00403A,6239,3026
2026-08-02,00403A,6442,225
2026-08-02,00403A,4958,6154
2026-08-02,00403A,3533,1240
2026-08-02,00403A,8996,1600
2026-08-02,00403A,6488,2411
2026-08-02,00403A,2049,1010
2026-08-02,00403A,3583,900
2026-08-02,00403A,2404,220
2026-08-02,00403A,6805,700
2026-08-02,00403A,5274,144
2026-08-02,00403A,8358,1312
2026-08-02,00403A,1303,4587
2026-08-02,00403A,8046,1750
2026-08-02,00403A,3008,140
2026-08-02,00403A,6515,59
2026-08-02,00403A,1560,1113
2026-08-02,00403A,2455,336
2026-08-02,00403A,2317,3200
2026-08-02,00403A,3037,7600
2026-08-02,00403A,6415,624
2026-08-02,00981A,3665,5131
2026-08-02,00981A,4958,1682
2026-08-02,00981A,6191,3988
2026-08-02,00981A,3264,1508
2026-08-02,00981A,5274,455
2026-08-02,00981A,3711,16327
2026-08-02,00981A,2308,5932
2026-08-02,00981A,2303,87718
2026-08-02,00981A,2327,25437
2026-08-02,00403A,3450,300
2026-08-02,00981A,6669,2564
2026-08-02,00981A,8046,9519
2026-08-02,00981A,3037,17833
2026-08-02,00403A,2454,1795
2026-08-02,00981A,6278,3250
2026-08-02,00403A,6285,250
2026-08-02,00981A,2383,4715
2026-08-02,00981A,2368,7579
2026-08-02,00981A,2330,10740
2026-08-02,00403A,3264,700
2026-08-02,00981A,6223,2443
2026-08-02,00981A,4966,140
2026-08-02,00981A,6805,1957
2026-08-02,00981A,8210,2297
2026-08-02,00981A,6515,93
2026-08-02,00981A,6274,5229
2026-08-02,00981A,2449,7543
2026-08-02,00981A,2345,6419
2026-08-02,00403A,2303,76000
2026-08-02,00981A,6271,2224
2026-08-02,00403A,3017,3450
2026-08-02,00981A,3376,1741
2026-08-02,00981A,2002,5163
2026-08-02,00403A,2330,12680
2026-08-02,00981A,2360,348
2026-08-02,00981A,3653,2375
2026-08-02,00403A,1717,200
2026-08-02,00981A,4979,1874
2026-08-02,00981A,3017,5666
2026-08-02,00981A,6147,1880
2026-08-02,00981A,1590,528
2026-08-02,00981A,6510,261
2026-08-02,00981A,2408,940
2026-08-03,00403A,6285,250
2026-08-03,00981A,3037,17992
2026-08-03,00981A,6191,3988
2026-08-03,00981A,6223,2443
2026-08-03,00981A,2345,6419
2026-08-03,00981A,2454,5259
2026-08-03,00981A,8210,2297
2026-08-03,00981A,2330,10740
2026-08-03,00981A,5274,455
2026-08-03,00981A,6805,1957
2026-08-03,00981A,3711,16327
2026-08-03,00981A,2327,25437
2026-08-03,00981A,6274,5229
2026-08-03,00981A,6278,3250
2026-08-03,00981A,2308,5932
2026-08-03,00981A,8046,9519
2026-08-03,00981A,3017,5801
2026-08-03,00403A,3017,3450
2026-08-03,00981A,2303,87718
2026-08-03,00981A,4966,140
2026-08-03,00981A,3665,5131
2026-08-03,00981A,6669,2708
2026-08-03,00981A,2408,940
2026-08-03,00981A,2383,4797
2026-08-03,00981A,6271,2224
2026-08-03,00981A,1590,528
2026-08-03,00981A,4979,1874
2026-08-03,00403A,1717,500
2026-08-03,00981A,2049,430
2026-08-03,00981A,4958,1682
2026-08-03,00403A,2383,1495
2026-08-03,00981A,2368,7579
2026-08-03,00981A,3376,1741
2026-08-03,00981A,2449,11295
2026-08-03,00981A,6147,938
2026-08-03,00981A,2360,472
2026-08-03,00403A,2303,77800
2026-08-03,00981A,3264,1508
2026-08-03,00981A,6515,93
2026-08-03,00981A,2002,5163
2026-08-03,00403A,2330,12680
2026-08-03,00981A,3653,2375
2026-08-03,00981A,6510,261
2026-08-03,00403A,3653,1030
2026-08-03,00403A,2455,336
2026-08-03,00403A,2327,6000
2026-08-03,00403A,2345,2307
2026-08-03,00403A,2454,1795
2026-08-03,00403A,2308,3040
2026-08-03,00403A,3711,6400
2026-08-03,00403A,6223,1000
2026-08-03,00403A,3443,510
2026-08-03,00403A,3533,1240
2026-08-03,00403A,6669,600
2026-08-03,00403A,2360,897
2026-08-03,00403A,6488,2600
2026-08-03,00403A,5274,158
2026-08-03,00403A,2337,7498
2026-08-03,00403A,3008,170
2026-08-03,00403A,3450,337
2026-08-03,00403A,6805,700
2026-08-03,00403A,3583,900
2026-08-03,00403A,7769,300
2026-08-03,00403A,6274,1680
2026-08-03,00403A,2344,40000
2026-08-03,00403A,2481,869
2026-08-03,00403A,8046,1750
2026-08-03,00981A,6187,1334
2026-08-03,00403A,2049,1010
2026-08-03,00403A,4958,6154
2026-08-03,00403A,1560,1350
2026-08-03,00403A,8358,1312
2026-08-03,00403A,3264,700
2026-08-03,00403A,3211,2000
2026-08-03,00403A,1303,4587
2026-08-03,00403A,2317,3200
2026-08-03,00403A,6239,3740
2026-08-03,00403A,4966,800
2026-08-03,00403A,6442,225
2026-08-03,00403A,3665,1010
2026-08-03,00403A,2404,250
2026-08-03,00403A,6415,624
2026-08-03,00403A,6515,29
2026-08-03,00403A,8996,1600
2026-08-03,00403A,3037,7600
2026-08-03,00403A,3189,3217
2026-08-04,00403A,4966,800
2026-08-04,00403A,5347,1
2026-08-04,00403A,2383,1495
2026-08-04,00403A,6442,225
2026-08-04,00403A,1303,4587
2026-08-04,00403A,6805,700
2026-08-04,00403A,1560,1500
2026-08-04,00403A,6415,624
2026-08-04,00403A,2337,7498
2026-08-04,00403A,3450,650
2026-08-04,00403A,2404,250
2026-08-04,00403A,3264,700
2026-08-04,00403A,2360,897
2026-08-04,00403A,2455,336
2026-08-04,00403A,2481,1100
2026-08-04,00403A,2317,3200
2026-08-04,00403A,3211,2000
2026-08-04,00403A,8996,1600
2026-08-04,00403A,2049,1010
2026-08-04,00403A,3583,900
2026-08-04,00403A,3008,172
2026-08-04,00403A,1717,700
2026-08-04,00403A,8358,1312
2026-08-04,00403A,6285,350
2026-08-04,00403A,6239,4400
2026-08-04,00403A,7769,300
2026-08-04,00403A,2330,12680
2026-08-04,00403A,2308,3040
2026-08-04,00403A,6223,1050
2026-08-04,00403A,3037,8060
2026-08-04,00403A,6488,2646
2026-08-04,00403A,8046,1750
2026-08-04,00403A,2344,41155
2026-08-04,00403A,6669,600
2026-08-04,00403A,3533,1240
2026-08-04,00403A,2454,1910
2026-08-04,00403A,3443,510
2026-08-04,00403A,2345,2307
2026-08-04,00403A,3653,1030
2026-08-04,00403A,3017,3450
2026-08-04,00403A,3711,7160
2026-08-04,00403A,6196,1
2026-08-04,00403A,8299,1
2026-08-04,00403A,4958,6154
2026-08-04,00403A,2327,7000
2026-08-04,00403A,6274,1680
2026-08-04,00403A,3665,1101
2026-08-04,00403A,5274,158
2026-08-04,00403A,3189,3226
2026-08-04,00403A,2303,77800
2026-08-05,00403A,3189,3850
2026-08-05,00403A,6223,1050
2026-08-05,00403A,2344,42300
2026-08-05,00403A,2345,2307
2026-08-05,00403A,6669,500
2026-08-05,00403A,2330,12680
2026-08-05,00403A,7769,300
2026-08-05,00403A,8299,1
2026-08-05,00403A,8046,1750
2026-08-05,00403A,2303,79000
2026-08-05,00403A,3443,510
2026-08-05,00403A,6196,1
2026-08-05,00403A,3653,1030
2026-08-05,00403A,6488,2646
2026-08-05,00403A,3665,1101
2026-08-05,00403A,3017,3450
2026-08-05,00403A,2454,1910
2026-08-05,00403A,6274,1680
2026-08-05,00403A,3037,8460
2026-08-05,00403A,2308,3040
2026-08-05,00403A,5274,158
2026-08-05,00403A,3533,1240
2026-08-05,00403A,4958,6154
2026-08-05,00403A,2383,1495
2026-08-05,00403A,2327,8000
2026-08-05,00403A,6285,350
2026-08-05,00403A,2481,1100
2026-08-05,00403A,8358,1312
2026-08-05,00403A,1303,2000
2026-08-05,00403A,2049,1010
2026-08-05,00403A,6805,700
2026-08-05,00403A,1560,1500
2026-08-05,00403A,8996,1600
2026-08-05,00403A,2317,3200
2026-08-05,00403A,2337,7498
2026-08-05,00403A,3711,7160
2026-08-05,00403A,3450,1000
2026-08-05,00403A,3008,260
2026-08-05,00403A,3583,900
2026-08-05,00403A,2360,897
2026-08-05,00403A,1717,1058
2026-08-05,00403A,3264,700
2026-08-05,00403A,2404,250
2026-08-05,00403A,6442,225
2026-08-05,00403A,4966,670
2026-08-05,00403A,6239,5330
2026-08-05,00403A,6415,300
2026-08-05,00403A,5347,1
2026-08-05,00403A,3211,2000
2026-08-05,00403A,2455,336
2026-08-06,00403A,6442,225
2026-08-06,00403A,2360,897
2026-08-06,00403A,7769,260
2026-08-06,00403A,3450,1200
2026-08-06,00403A,2404,250
2026-08-06,00403A,2317,3200
2026-08-06,00403A,6805,700
2026-08-06,00403A,1560,1500
2026-08-06,00403A,3211,2000
2026-08-06,00403A,3008,260
2026-08-06,00403A,4966,580
2026-08-06,00403A,2337,7498
2026-08-06,00403A,1717,1250
2026-08-06,00403A,6285,350
2026-08-06,00403A,3264,700
2026-08-06,00403A,2455,336
2026-08-06,00403A,2481,1100
2026-08-06,00403A,6239,5330
2026-08-06,00403A,5347,1
2026-08-06,00403A,1303,1000
2026-08-06,00403A,3711,7500
2026-08-06,00403A,2049,1010
2026-08-06,00403A,3583,900
2026-08-06,00403A,6415,300
2026-08-06,00403A,8358,1312
2026-08-06,00403A,5274,184
2026-08-06,00403A,8299,1
2026-08-06,00403A,8996,1600
2026-08-06,00403A,2330,12680
2026-08-06,00403A,8046,1750
2026-08-06,00403A,2308,3040
2026-08-06,00403A,2454,2000
2026-08-06,00403A,6223,1050
2026-08-06,00403A,2345,2307
2026-08-06,00403A,3443,510
2026-08-06,00403A,2383,1495
2026-08-06,00403A,2344,42300
2026-08-06,00403A,3189,4250
2026-08-06,00403A,3533,1240
2026-08-06,00403A,4958,6154
2026-08-06,00403A,3665,1200
2026-08-06,00403A,2303,79000
2026-08-06,00403A,6488,2646
2026-08-06,00403A,3653,1030
2026-08-06,00403A,6196,1
2026-08-06,00403A,3017,3450
2026-08-06,00403A,3037,8460
2026-08-06,00403A,6669,500
2026-08-06,00403A,2327,8000
2026-08-06,00403A,6274,1680
2026-08-07,00403A,3037,8460
2026-08-07,00403A,2303,79000
2026-08-07,00403A,6223,1050
2026-08-07,00403A,2344,42300
2026-08-07,00403A,2360,897
2026-08-07,00403A,6669,500
2026-08-07,00403A,6196,1
2026-08-07,00403A,2330,12680
2026-08-07,00403A,2454,2000
2026-08-07,00403A,2383,1495
2026-08-07,00403A,3711,7500
2026-08-07,00403A,8046,1750
2026-08-07,00403A,3443,510
2026-08-07,00403A,3533,1240
2026-08-07,00403A,3665,1200
2026-08-07,00403A,6274,1680
2026-08-07,00403A,6488,2646
2026-08-07,00403A,3653,1030
2026-08-07,00403A,5347,1
2026-08-07,00403A,5274,184
2026-08-07,00403A,3017,3450
2026-08-07,00403A,4958,5200
2026-08-07,00403A,2345,2307
2026-08-07,00403A,3189,4250
2026-08-07,00403A,2308,3040
2026-08-07,00403A,1717,1500
2026-08-07,00403A,2404,250
2026-08-07,00403A,6415,300
2026-08-07,00403A,8996,1600
2026-08-07,00403A,2317,3200
2026-08-07,00403A,2327,8000
2026-08-07,00403A,8358,1312
2026-08-07,00403A,1560,1500
2026-08-07,00403A,3583,900
2026-08-07,00403A,2337,7498
2026-08-07,00403A,8299,1
2026-08-07,00403A,3211,2000
2026-08-07,00403A,2049,1010
2026-08-07,00403A,3008,260
2026-08-07,00403A,6239,5330
2026-08-07,00403A,6285,350
2026-08-07,00403A,3264,700
2026-08-07,00403A,2481,1100
2026-08-07,00403A,1303,1000
2026-08-07,00403A,7769,200
2026-08-07,00403A,2455,336
2026-08-07,00403A,6442,225
2026-08-07,00403A,3450,1400
2026-08-07,00403A,6805,700
2026-08-07,00403A,4966,500
2026-08-08,00403A,8996,1600
2026-08-08,00403A,2327,8000
2026-08-08,00403A,3008,260
2026-08-08,00403A,1560,1500
2026-08-08,00403A,8358,1312
2026-08-08,00403A,8299,1
2026-08-08,00403A,3450,1400
2026-08-08,00403A,3583,900
2026-08-08,00403A,6415,300
2026-08-08,00403A,6805,700
2026-08-08,00403A,1717,1500
2026-08-08,00403A,3264,700
2026-08-08,00403A,6239,5330
2026-08-08,00403A,6285,350
2026-08-08,00403A,2455,336
2026-08-08,00403A,2481,1100
2026-08-08,00403A,7769,200
2026-08-08,00403A,1303,1000
2026-08-08,00403A,2404,250
2026-08-08,00403A,6442,225
2026-08-08,00403A,2337,7498
2026-08-08,00403A,2317,3200
2026-08-08,00403A,4966,500
2026-08-08,00403A,3211,2000
2026-08-08,00403A,2049,1010
2026-08-08,00403A,2345,2307
2026-08-08,00403A,6196,1
2026-08-08,00403A,2330,12680
2026-08-08,00403A,2303,79000
2026-08-08,00403A,2344,42300
2026-08-08,00403A,2383,1495
2026-08-08,00403A,3711,7500
2026-08-08,00403A,2308,3040
2026-08-08,00403A,3189,4250
2026-08-08,00403A,3037,8460
2026-08-08,00403A,6223,1050
2026-08-08,00403A,6488,2646
2026-08-08,00403A,4958,5200
2026-08-08,00403A,6669,500
2026-08-08,00403A,2454,2000
2026-08-08,00403A,3653,1030
2026-08-08,00403A,3443,510
2026-08-08,00403A,6274,1680
2026-08-08,00403A,5347,1
2026-08-08,00403A,3665,1200
2026-08-08,00403A,3533,1240
2026-08-08,00403A,5274,184
2026-08-08,00403A,3017,3450
2026-08-08,00403A,2360,897
2026-08-08,00403A,8046,1750
2026-08-09,00403A,6223,1050
2026-08-09,00403A,2344,42300
2026-08-09,00403A,2383,1495
2026-08-09,00403A,2303,79000
2026-08-09,00403A,5274,184
2026-08-09,00403A,2330,12680
2026-08-09,00403A,2360,897
2026-08-09,00403A,2454,2000
2026-08-09,00403A,2345,2307
2026-08-09,00403A,3017,3450
2026-08-09,00403A,2308,3040
2026-08-09,00403A,4958,5200
2026-08-09,00403A,5347,1
2026-08-09,00403A,6196,1
2026-08-09,00403A,3533,1240
2026-08-09,00403A,3665,1200
2026-08-09,00403A,6274,1680
2026-08-09,00403A,8046,1750
2026-08-09,00403A,3443,510
2026-08-09,00403A,6488,2646
2026-08-09,00403A,3653,1030
2026-08-09,00403A,3189,4250
2026-08-09,00403A,3037,8460
2026-08-09,00403A,6669,500
2026-08-09,00403A,3711,7500
2026-08-09,00403A,6442,225
2026-08-09,00403A,6415,300
2026-08-09,00403A,3450,1400
2026-08-09,00403A,2327,8000
2026-08-09,00403A,6805,700
2026-08-09,00403A,2317,3200
2026-08-09,00403A,1560,1500
2026-08-09,00403A,3008,260
2026-08-09,00403A,8299,1
2026-08-09,00403A,2337,7498
2026-08-09,00403A,3583,900
2026-08-09,00403A,2404,250
2026-08-09,00403A,2455,336
2026-08-09,00403A,4966,500
2026-08-09,00403A,6239,5330
2026-08-09,00403A,6285,350
2026-08-09,00403A,1717,1500
2026-08-09,00403A,3264,700
2026-08-09,00403A,2481,1100
2026-08-09,00403A,1303,1000
2026-08-09,00403A,7769,200
2026-08-09,00403A,3211,2000
2026-08-09,00403A,8358,1312
2026-08-09,00403A,8996,1600
2026-08-09,00403A,2049,1010
2026-08-10,00403A,2317,3200
2026-08-10,00403A,8358,1312
2026-08-10,00403A,3583,900
2026-08-10,00403A,3211,2000
2026-08-10,00403A,8299,1
2026-08-10,00403A,3008,260
2026-08-10,00403A,1560,1500
2026-08-10,00403A,7769,175
2026-08-10,00403A,3653,877
2026-08-10,00403A,8996,1600
2026-08-10,00403A,2455,336
2026-08-10,00403A,2481,1100
2026-08-10,00403A,6442,225
2026-08-10,00403A,6239,5360
2026-08-10,00403A,6285,350
2026-08-10,00403A,1717,1900
2026-08-10,00403A,3264,700
2026-08-10,00403A,1303,1000
2026-08-10,00403A,2404,250
2026-08-10,00403A,6415,250
2026-08-10,00403A,4966,500
2026-08-10,00403A,2337,7498
2026-08-10,00403A,3450,1600
2026-08-10,00403A,6805,700
2026-08-10,00403A,2049,1010
